0x15 idtype
0x3832 strength_multiplier
0x3833 affected_locations_per_division
0x3834 affected_locations_this_cycle
0x3835 affected_locations_through_eternity
0x3836 newly_affected_locations_this_cycle
0x3837 character_marriage
0x3838 start_regency_date
0x3839 message_category
0x383a disband_unit_levies
0x383b added_parliament_issue_support
0x383c disband_empty_unit
0x383d build_rgo_in_goods
0x383e select_country_diplomacy
0x383f select_subject
0x3840 cancel_all_market_trades
0x3841 balance
0x3842 markets
0x3843 people
0x3844 expansion
0x3845 diseases
0x3846 seize_land
0x3847 dismantle_fort
0x3848 override_name
0x3849 override_adj
0x384a character_name_order
0x384b title_is_suffix
0x384c is_colonial_subject
0x384d gives_food_access_to_members
0x384e non_voters
0x384f roger_8
0x3850 roger_9
0x3851 roger_10
0x3852 cede_area
0x3853 allow_declaration
0x3854 allow_creation
0x3855 is_religious_aspect_possible
0x3856 giver
0x3857 taker
0x3858 location_peace_cost
0x3859 unlock_policy
0x385a victory_cards_enabled
0x385b victory_cards_disabled
0x385c is_multiplayer_session
0x385d max_rank
0x385e peace_impacts
0x385f description_category
0x3860 auto_raise_army_levies_at_war
0x3861 auto_raise_navy_levies_at_war
0x3862 resolutions_to_finalize
0x3863 last_date_since_active
0x3864 estate_preferences
0x3865 finances
0x3866 research
0x3867 automate_system
0x3868 system
0x3869 automated_systems
0x386a activate
0x386b player_automated_category
0x386c colonies
0x386d auto_tax_rate
0x386e change_speed_on_multiplayer_wars
0x386f garrison_sortie
0x3870 is_garrison
0x3871 fixed_height
0x3872 killed_land_units
0x3873 killed_navy_units
0x3874 lost_land_units
0x3875 lost_navy_units
0x3876 advance_type
0x3877 character_interaction
0x3878 country_interaction
0x3879 generic_action
0x387a unit_type
0x387b levy_setup
0x387c disaster_type
0x387d sub_unit_category
0x387e peace_treaty
0x387f artist_type
0x3880 work_of_art_type
0x3881 child_education
0x3882 mission_task
0x3883 recruitment_method
0x3884 regency_type
0x3885 societal_value_type
0x3886 show_quality
0x3887 on_destroyed
0x3888 on_post_completion
0x3889 can_invite_countries
0x388a allowed_subjugation
0x388b allowed_locations
0x388c has_parliament
0x388d special_status
0x388e special_status_power
0x388f reasons_when_to_raise_levies
0x3890 raise_land_levies
0x3891 raise_navy_levies
0x3892 automate_trade_for_single_market
0x3893 automated_markets
0x3894 start_location
0x3895 end_location
0x3896 ai_limiter
0x3897 ai_limit_per_check
0x3898 relation_type_for_ai
0x3899 friendly
0x389a hostile
0x389b friendly_neighbor
0x389c hostile_neighbor
0x389d friendly_to_friendly
0x389e friendly_to_hostile
0x389f hostile_to_friendly
0x38a0 hostile_to_hostile
0x38aa allow_wrong_startup
0x38ab ai_wants_convert
0x38ac tolerated_cultures
0x38ad great_power_rank
0x38ae gain
0x38af lose
0x38b0 colonial_range
0x38b1 has_avatars
0x38b2 parliament_type
0x38b3 supply_distance
0x38b4 cancel_on_move
0x38b5 food_maintenance
0x38b6 researched_advances
0x38b7 monthly_rite_power
0x38b8 has_rite_power
0x38b9 allow_artists
0x38ba build_time_modifier
0x38bb intervention_satisfaction
0x38bc minting_efficiency
0x38bd allow_rgo_slave_demand
0x38be ai_tick_frequency
0x38bf ai_tick
0x38c0 action_cooldowns
0x38c1 tax_per_pop
0x38c2 danger
0x38c3 promotion_factor
0x38c4 strength_vs_overlord
0x38c5 show_leave_message
0x38c6 hull_price_scale
0x38c7 migration_factor
0x38c8 min_price
0x38c9 max_price
0x38ca done
0x38cb cap_control
0x38cc remove_cores
0x38cd max_warscore_from_battles
0x38ce use_icons
0x38cf tribal_rules
0x38d0 subjugate_cost
0x38d1 destroy_army
0x38d2 actor_potential
0x38d3 actor_allow
0x38d4 arguments
0x38d5 interaction_source_list
0x38d6 ai_interaction_source_list
0x38d7 ai_selection_desire
0x38d8 target_value
0x38d9 ai_targets
0x38da have
0x38db parliament
0x38dd law_religion_group
0x38de law_country_group
0x38df law_gov_group
0x38e0 rebel_gov_type
0x38e1 pop_culture
0x38e2 pop_religion
0x38e3 is_lake
0x38e4 ping_location_for_allies
0x38e5 cabinet_members
0x38e6 cabinet_actions
0x38e7 operator
0x38e8 religion_group
0x38e9 requirement
0x38ea move_to_assist_combat
0x38eb character_ai_cooldown
0x38ec diplomacy_ai_cooldown
0x38ed ai_subjugation_desire
0x38ee ai_cede_location_desire
0x38ef ai_cede_province_desire
0x38f0 release_area_as_nation
0x38f1 cut_down_in_size_cb
0x38f2 allow_release_areas
0x38f3 antagonism_reduction_per_warworth_defender
0x38f4 liberate_slaves
0x38f5 ai_local_pop_cap_desire
0x38f6 last_months_tax_income
0x38f7 last_months_mercenary_maintenance
0x38f8 subtract_current
0x38f9 discount_needed_for_law_change
0x38fa should_show_in_modifiers_tab
0x38fb ignore_limit
0x38fc ping_player_id
0x38fd ping_location
0x38fe is_deep_ocean
0x38ff is_constant_width
0x3900 button_tooltip_override
0x3901 recreate_countries_coas
0x3902 create_country_coa
0x3903 remove_flag_coa
0x3904 create_dynasty_coa
0x3905 recreate_dynasties_coas
0x3906 settings_menu_input_bindings
0x3907 process_ai
0x3908 advance_manager
0x3909 local_ship_build_speed
0x390a is_societal_value_change
0x390b max_ai_privilege_per_estate
0x390c possible_advisors
0x390d aurelien_016
0x390e aurelien_017
0x390f aurelien_018
0x3910 aurelien_019
0x3911 aurelien_020
0x3912 aurelien_021
0x3913 aurelien_022
0x3914 aurelien_023
0x3915 aurelien_024
0x3916 aurelien_025
0x3917 aurelien_026
0x3918 aurelien_027
0x3919 aurelien_028
0x391a aurelien_029
0x391b aurelien_030
0x391c aurelien_031
0x391d aurelien_032
0x391e aurelien_033
0x391f aurelien_034
0x3920 aurelien_035
0x3921 aurelien_036
0x3922 aurelien_037
0x3923 aurelien_038
0x3924 aurelien_039
0x3925 aurelien_040
0x3926 aurelien_041
0x3927 aurelien_042
0x3928 aurelien_043
0x3929 aurelien_044
0x392a aurelien_045
0x392b aurelien_046
0x392c player_proficiency
0x392d being_created
0x392e set_for_cleanup
0x392f is_set_for_shatter
0x3930 special_statuses_implemented
0x3931 special_statuses_repealed
0x3932 on_persistent_start
0x3933 on_persistent_completion
0x3934 task_rewards_disabled
0x3935 mission_rewards_disabled
0x3936 organization_accept_parliament_agenda
0x3937 has_dynastic_power
0x3938 vote_effect
0x3939 abstain_effect
0x393a international_organization_modifier
0x393b wants_this_parliament_issue_bias
0x393c on_bribe
0x393d can_bribe
0x393e formable_country
0x393f holy_site_type
0x3940 religious_focus
0x3941 holy_site_definition
0x3942 location_rank
0x3943 resolution_widget
0x3944 disband_message_trigger
0x3945 visible_through_treaty
0x3946 enabled_through_treaty
0x3947 leader_score
0x3948 on_debate_start
0x3949 create_enabled_trigger
0x394a can_be_created
0x394b on_creation
0x394c creator
0x394d courtier
0x394e regent
0x394f use_laws_as_join_reason
0x3950 ignore_war_limitation
0x3951 selectable_for
0x3952 can_recruit_regiments_in_members
0x3953 can_annex_members
0x3954 allow_member_annexation
0x3955 joined_dates
0x3956 can_build_ships_in_members
0x3957 can_build_roads_in_members
0x3958 can_build_buildings_in_members
0x3959 can_build_rgos_in_members
0x395a opinion_bonus
0x395b trust_bonus
0x395c only_overlord_culture
0x395d demand_add
0x395e demand_multiply
0x395f expensive
0x3960 war_score_from_battles
0x3961 overlord_share_exploration
0x3962 food_not_traded
0x3963 pure_tooltip_entry
0x3964 previous_tags
0x3965 has_or_had_tag
0x3966 total_debt
0x3967 can_initiate_policy_votes
0x3968 antagonism
0x3969 base_antagonism
0x396a antagonism_towards_leader_modifier
0x396b is_taking_land
0x396c antagonism_type
0x396d expel_members_who_are_defenders_at_war_with_other_members
0x396e opinion_importance_multiplier
0x396f has_leader_country
0x3970 on_ending
0x3971 on_ended
0x3972 call_in_overlord
0x3973 sort_by_cost_button
0x3974 sort_by_cost_type
0x3975 toggle_can_auto_refill_garrison
0x3976 can_auto_refill_garrison
0x3977 is_environmental
0x3978 diplo_chance_accept_subject
0x3979 diplo_chance_accept_overlord
0x397a ai_wants_to_be_overlord
0x397b ai_wants_to_be_subject
0x397c last_ransomed
0x397d subject_limited
0x397e show_strength_comparison_with_target
0x397f declare_war_on_target_casus_belli
0x3980 visible_through_diplomacy
0x3981 downgrade_city
0x3982 navy_construction_queue
0x3983 civil_construction_queue
0x3984 grant_independence
0x3985 upgrades_to
0x3986 top_widget
0x3987 on_pay_price
0x3988 levy_raised_history
0x3989 defensive_war
0x398a war_name_is_country_order_agnostic
0x398b hunt_navies
0x398c focus_siege
0x398d defend_coast
0x398e bottom_widget
0x398f parameter_value_bool
0x3990 parameter_value_number
0x3991 locations_ever_affected
0x3992 antagonism_modifier_for_taking_land_from_fellow_member
0x3993 no_cb_price_modifier_for_fellow_member
0x3994 endemic
0x3995 add_disease_outbreak
0x3996 cache_interaction_source_list
0x3997 ac_version
0x3998 ai_override_value
0x3999 refused
0x399a joined
0x399b join_request
0x399c inherit_ruler_terms
0x399d peak_strength
0x399e weather_cyclone_strength_change_percent
0x399f weather_tornado_strength_change_percent
0x39a0 lock_reason
0x39a1 sub_units_affected
0x39a2 upgrades_to_only
0x39a3 employment_requirement
0x39a4 employment_requirement_status
0x39a5 discovered
0x39a6 wants_to_chase_enemy_locations
0x39a7 wants_to_chase_friendly_locations
0x39a8 wants_to_defend_own_land
0x39a9 wants_to_support_units
0x39aa wants_to_initiate_sieges
0x39ab wants_to_support_sieges
0x39ac wants_to_blockade_ports
0x39ad weather_system
0x39ae set_to_largest
0x39af set_to_largest_and_extend
0x39b0 has_precipitation
0x39b1 has_sand
0x39b2 affected_locations_last_cycle
0x39b3 weather
0x39b4 way_points
0x39b5 disaster_event
0x39b6 situation_event
0x39b7 io_event
0x39b8 reactive_trade_good
0x39b9 heir_position
0x39bb truce
0x39bc country_culture
0x39bd food_productivity
0x39be can_be_invited
0x39bf play_audio_effect
0x39c0 has_employment_system
0x39c1 unfilled_jobs_in_province
0x39c2 unfilled_jobs_in_province_percentage
0x39c3 province_pop_type_population
0x39c4 force_click_and_confirm_or_hold
0x39c5 sergey_16
0x39c6 important_for_ui
0x39c7 sergey_18
0x39c8 sergey_19
0x39c9 sergey_20
0x39ca sergey_21
0x39cb sergey_22
0x39cc sergey_23
0x39cd sergey_24
0x39ce sergey_25
0x39cf sergey_26
0x39d0 sergey_27
0x39d1 sergey_28
0x39d2 sergey_29
0x39d3 sergey_30
0x39d4 sergey_31
0x39d5 sergey_32
0x39d6 sergey_33
0x39d7 sergey_34
0x39d8 sergey_35
0x39d9 sergey_36
0x39da sergey_37
0x39db sergey_38
0x39dc sergey_39
0x39dd sergey_40
0x39de sergey_41
0x39df sergey_42
0x39e0 hold_time_factor
0x39e1 tooltipmeta
0x39e2 game_concept
0x39e3 player_playstyle
0x39e4 header_info
0x39e5 voice
0x39e6 force_pause_game
0x39e7 finish_gamestate_tutorial
0x39e8 tutorial_lesson_step_triggered
0x39e9 tutorial_manager
0x39ea highlight_gui
0x39eb toggle_favorite
0x39ec collection
0x39ed remove_favorite
0x39ee tactical
0x39ef close_all_views
0x39f0 agenda
0x39f1 run_playthrough
0x39f2 run_tutorial_lesson
0x39f3 halt_tutorial
0x39f4 tutorial_lesson
0x39f5 uberscrollarea
0x39f6 construct_building_with_ranking
0x39f7 upgrade_rgo_with_ranking
0x39f8 non_automated_markets
0x39f9 click_modifier_description
0x39fa autobalance_army
0x39fb jordi_28
0x39fc jordi_29
0x39fd jordi_30
0x39fe from_location
0x39ff to_location
0x3a00 random_estate_type_trigger
0x3a01 actor_trigger
0x3a02 recipient_trigger
0x3a03 recipient_priority
0x3a04 recipient_list_builder
0x3a05 pause_trigger
0x3a06 cancel_trigger
0x3a07 improve_relation_limit
0x3a08 defensive_support
0x3a09 antagonise
0x3a0a time_limit
0x3a0b max_allowed
0x3a0c country_interactions
0x3a0d country_relations
0x3a0e list_builder
0x3a0f can_overlord_build_markets
0x3a10 can_overlord_destroy_markets
0x3a11 ignore_player_as_target
0x3a12 can_vote
0x3a13 voters_to_remove
0x3a14 ai_pathfinding
0x3a15 only_leader_country_joins_defensive_wars
0x3a16 only_leader_country_joins_offensive_wars
0x3a17 on_behalf_of
0x3a18 additional_war_enthusiasm_defender
0x3a19 additional_war_enthusiasm_attacker
0x3a1a province_control
0x3a1b location_control
0x3a1c rule
0x3a1d fantasy
0x3a1e plausible
0x3a1f formable_historical
0x3a20 debug_color
0x3a21 heir_candidates_count
0x3a22 is_take_over_loan
0x3a23 io_payments
0x3a24 heir_status_icon
0x3a25 average_non_engaged_morale
0x3a26 non_engaged_morale
0x3a27 is_special
0x3a29 composer
0x3a2a performer
0x3a2b soloist
0x3a2c missing_control
0x3a2d winter_areas
0x3a2e age_preferences
0x3a2f lowpriotextcontext
0x3a30 tooltip_widget
0x3a31 last_investment
0x3a32 last_control
0x3a33 byz_name_ere
0x3a34 ai_map_owner_area
0x3a35 scriptable_hint_definition
0x3a36 shd
0x3a37 low_x
0x3a38 high_x
0x3a39 low_y
0x3a3a high_y
0x3a3b prev_game_rules
0x3a3c review_steam_id
0x3a3d diplomatic_capacity_cost_scale
0x3a3e occupied_locations
0x3a3f ignore_inflation
0x3a40 monthly_trade_value
0x3a41 ai_rgo_expansion_priority
0x3a42 minimum_levy_size
0x3a43 days_at_sea
0x3a44 supply_weight
0x3a45 exploration_maintenance
0x3a46 upkeep
0x3a47 formable_plausible
0x3a48 formable_fantasy
0x3a49 hide_portraits
0x3a4a patronym_suffix
0x3a4b province_population
0x3a4c location_prefix_elision
0x3a4d always_winter
0x3a4e is_data_map
0x3a4f situations_data
0x3a50 can_generate_mercenary_leaders
0x3a51 require_genitive_location_names
0x3a52 location_prefix_ancient
0x3a53 location_prefix_ancient_vowel
0x3a54 location_ancient
0x3a55 force_brown_in_flatmap
0x3a56 random_select_if_same_priority
0x3a57 always_allow_navy_levies
0x3a58 always_allow_army_levies
0x3a59 dave_044
0x3a5a dave_045
0x3a5b dave_046
0x3a5c dave_047
0x3a5d dave_048
0x3a5e dave_049
0x3a5f dave_050
0x3a60 dave_051
0x3a61 dave_052
0x3a62 dave_053
0x3a63 dave_054
0x3a64 assimilation_culture
0x3a65 assimilation_value
0x3a66 assimilation
0x3a67 hint
0x3a68 dave_059
0x3a69 dave_060
0x3a6a dave_061
0x3a6b dave_062
0x3a6c dave_063
0x3a6d dave_064
0x3a6e dave_065
0x3a6f dave_066
0x3a70 dave_067
0x3a71 dave_068
0x3a72 dave_069
0x3a73 dave_070
0x3a74 dave_071
0x3a75 dave_072
0x3a76 dave_073
0x3a77 dave_074
0x3a78 dave_075
0x3a79 dave_076
0x3a7a dave_077
0x3a7b dave_078
0x3a7c dave_079
0x3a7d dave_080
0x3a7e dave_081
0x3a7f dave_082
0x3a80 dave_083
0x3a81 dave_084
0x3a82 dave_085
0x3a83 dave_086
0x3a84 dave_087
0x3a85 dave_088
0x3a86 dave_089
0x3a87 dave_090
0x3a88 dave_091
0x3a89 dave_092
0x3a8a dave_093
0x3a8b dave_094
0x3a8c dave_095
0x3a8d dave_096
0x3a8e dave_097
0x3a8f dave_098
0x3a90 dave_099
0x3a91 dave_100
0x3a92 dave_101
0x3a93 dave_102
0x3a94 dave_103
0x3a95 dave_104
0x3a96 dave_105
0x3a97 dave_106
0x3a98 dave_107
0x3a99 dave_108
0x3a9a dave_109
0x3a9b dave_110
0x3a9c dave_111
0x3a9d dave_112
0x3a9e dave_113
0x3a9f dave_114
0x3aa0 dave_115
0x3aa1 dave_116
0x3aa2 dave_117
0x3aa3 dave_118
0x3aa4 dave_119
0x3aa5 dave_120
0x3aa6 dave_121
0x3aa7 dave_122
0x3aa8 dave_123
0x3aa9 dave_124
0x3aaa dave_125
0x3aab dave_126
0x3aac dave_127
0x3aad dave_128
0x3aae dave_129
0x3aaf dave_130
0x3ab0 dave_131
0x3ab1 dave_132
0x3ab2 dave_133
0x3ab3 dave_134
0x3ab4 dave_135
0x3ab5 dave_136
0x3ab6 dave_137
0x3ab7 dave_138
0x3ab8 dave_139
0x3ab9 dave_140
0x3aba dave_141
0x3abb dave_142
0x3abc dave_143
0x3abd dave_144
0x3abe dave_145
0x3abf dave_146
0x3ac0 dave_147
0x3ac1 dave_148
0x3ac2 dave_149
0x3ac3 dave_150
0x3ac4 dave_151
0x3ac5 dave_152
0x3ac6 dave_153
0x3ac7 dave_154
0x3ac8 dave_155
0x3ac9 dave_156
0x3aca dave_157
0x3acb dave_158
0x3acc dave_159
0x3acd dave_160
0x3ace dave_161
0x3acf dave_162
0x3ad0 dave_163
0x3ad1 dave_164
0x3ad2 dave_165
0x3ad3 dave_166
0x3ad4 dave_167
0x3ad5 dave_168
0x3ad6 dave_169
0x3ad7 dave_170
0x3ad8 dave_171
0x3ad9 dave_172
0x3ada dave_173
0x3adb dave_174
0x3adc dave_175
0x3add dave_176
0x3ade dave_177
0x3adf dave_178
0x3ae0 dave_179
0x3ae1 dave_180
0x3ae2 dave_181
0x3ae3 dave_182
0x3ae4 dave_183
0x3ae5 dave_184
0x3ae6 dave_185
0x3ae7 dave_186
0x3ae8 dave_187
0x3ae9 dave_188
0x3aea dave_189
0x3aeb dave_190
0x3aec dave_191
0x3aed dave_192
0x3aee dave_193
0x3aef dave_194
0x3af0 dave_195
0x3af1 dave_196
0x3af2 dave_197
0x3af3 dave_198
0x3af4 dave_199
0x3af5 graphical_tags
0x3af6 three_color_blendable_mask
0x3af7 primary_color
0x3af8 secondary_color
0x3af9 tertiary_color
0x3afa costcache
0x3afb stefanl_06
0x3afc stefanl_07
0x3afd stefanl_08
0x3afe stefanl_09
0x3aff stefanl_10
0x3b00 stefanl_11
0x3b01 stefanl_12
0x3b02 stefanl_13
0x3b03 stefanl_14
0x3b04 stefanl_15
0x3b05 stefanl_16
0x3b06 stefanl_17
0x3b07 stefanl_18
0x3b08 stefanl_19
0x3b09 stefanl_20
0x3b0a stefanl_21
0x3b0b stefanl_22
0x3b0c stefanl_23
0x3b0d stefanl_24
0x3b0e stefanl_25
0x3b0f stefanl_26
0x3b10 stefanl_27
0x3b11 stefanl_28
0x3b12 stefanl_29
0x3b13 stefanl_30
0x3b14 stefanl_31
0x3b15 stefanl_32
0x3b16 stefanl_33
0x3b17 stefanl_34
0x3b18 stefanl_35
0x3b19 stefanl_36
0x3b1a stefanl_37
0x3b1b stefanl_38
0x3b1c stefanl_39
0x3b1d stefanl_40
0x3b1e stefanl_41
0x3b1f stefanl_42
0x3b20 stefanl_43
0x3b21 stefanl_44
0x3b22 stefanl_45
0x3b23 stefanl_46
0x3b24 stefanl_47
0x3b25 stefanl_48
0x3b26 stefanl_49
0x3b27 stefanl_50
0x3b28 stefanl_51
0x3b29 stefanl_52
0x3b2a stefanl_53
0x3b2b stefanl_54
0x3b2c stefanl_55
0x3b2d stefanl_56
0x3b2e stefanl_57
0x3b2f stefanl_58
0x3b30 stefanl_59
0x3b31 stefanl_60
0x3b32 stefanl_61
0x3b33 stefanl_62
0x3b34 stefanl_63
0x3b35 stefanl_64
0x3b36 stefanl_65
0x3b37 stefanl_66
0x3b38 stefanl_67
0x3b39 stefanl_68
0x3b3a stefanl_69
0x3b3b stefanl_70
0x3b3c stefanl_71
0x3b3d stefanl_72
0x3b3e stefanl_73
0x3b3f stefanl_74
0x3b40 stefanl_75
0x3b41 stefanl_76
0x3b42 stefanl_77
0x3b43 join_diplo_chance
0x3b44 ai_forbid_shutdown
0x3b45 last_months_sailor_expense
0x3b46 ai_force_add
0x3b47 is_market_center
0x3b48 fabricate_cb
0x3b49 spy_network_target
0x3b4a ai_foreign_ignore_naval_range
0x3b4b blockade_strait_priority
0x3b4c blockade_strait
0x3b4d forbid_for_automation
0x3b4e last_months_building_maintenance
0x3b4f important_for_ai
0x3b50 last_months_fort_maintenance
0x3b51 military_objective_unassign_unit
0x3b52 recently_removed_units
0x3b53 annexation_stall_opinion
0x3b54 set_vassal_stance
0x3b55 aggressive
0x3b56 passive
0x3b57 supportive
0x3b58 allowed_export_amount
0x3b59 confirmation
0x3b5a peace_message
0x3b5b instigator
0x3b5c rename_country_command
0x3b5d jordi_was_here_01
0x3b5e diplomatic
0x3b5f administrative
0x3b60 location_religion_group
0x3b61 religion_group_area
0x3b62 religion_group_region
0x3b63 disable_push_map_mode
0x3b64 context_menu_click_mode
0x3b65 legend_key
0x3b66 always_toggle_location
0x3b67 always_toggle_macrobuilder
0x3b68 sort_priority
0x3b69 location_pop_type
0x3b6a province_pop_type
0x3b6b country_pop_type
0x3b6c harbor_capacity
0x3b6d allow_special_currency_spend
0x3b6e petter_was_here_25
0x3b6f clicksoundlater
0x3b70 trade_range
0x3b71 petter_was_here_28
0x3b72 force_evaluate_locations
0x3b73 petter_was_here_30
0x3b74 petter_was_here_31
0x3b75 petter_was_here_32
0x3b76 petter_was_here_33
0x3b77 petter_was_here_34
0x3b78 petter_was_here_35
0x3b79 petter_was_here_36
0x3b7a petter_was_here_37
0x3b7b petter_was_here_38
0x3b7c petter_was_here_39
0x3b7d petter_was_here_40
0x3b7e petter_was_here_41
0x3b7f petter_was_here_42
0x3b80 petter_was_here_43
0x3b81 petter_was_here_44
0x3b82 petter_was_here_45
0x3b83 petter_was_here_46
0x3b84 petter_was_here_47
0x3b85 petter_was_here_48
0x3b86 petter_was_here_49
0x3b87 petter_was_here_50
0x3b88 petter_was_here_51
0x3b89 petter_was_here_52
0x3b8a petter_was_here_53
0x3b8b petter_was_here_54
0x3b8c petter_was_here_55
0x3b8d petter_was_here_56
0x3b8e petter_was_here_57
0x3b8f petter_was_here_58
0x3b90 petter_was_here_59
0x3b91 petter_was_here_60
0x3b92 petter_was_here_61
0x3b93 petter_was_here_62
0x3b94 petter_was_here_63
0x3b95 petter_was_here_64
0x3b96 petter_was_here_65
0x3b97 petter_was_here_66
0x3b98 petter_was_here_67
0x3b99 petter_was_here_68
0x3b9a petter_was_here_69
0x3b9b petter_was_here_70
0x3b9c petter_was_here_71
0x3b9d petter_was_here_72
0x3b9e petter_was_here_73
0x3b9f petter_was_here_74
0x3ba0 petter_was_here_75
0x3ba1 petter_was_here_76
0x3ba2 petter_was_here_77
0x3ba3 petter_was_here_78
0x3ba4 petter_was_here_79
0x3ba5 petter_was_here_80
0x3ba6 petter_was_here_81
0x3ba7 petter_was_here_82
0x3ba8 petter_was_here_83
0x3ba9 petter_was_here_84
0x3baa petter_was_here_85
0x3bab petter_was_here_86
0x3bac petter_was_here_87
0x3bad petter_was_here_88
0x3bae petter_was_here_89
0x3baf petter_was_here_90
0x3bb0 petter_was_here_91
0x3bb1 petter_was_here_92
0x3bb2 petter_was_here_93
0x3bb3 petter_was_here_94
0x3bb4 require_color_on_map
0x3bb5 player_country_name
0x3bb6 shown_in_loading_screen
0x3bb7 automated_building_gold_slider
0x3bb8 automated_systems_parameter
0x3bb9 coalition
0x3bba location_allow
0x3bbb country_allow
0x3bbc allowed_pop_type
0x3bbd allowed_culture
0x3bbe regent_of
0x3bbf are_targets_exclusive
0x3bc0 war_attacker_win
0x3bc1 allow_ports_for_reach_ai
0x3bc2 revoke_core
0x3bc3 last_month_harassment
0x3bc4 is_valid_for_release
0x3bc5 actual_currency_spent
0x3bc6 declare_bankruptcy
0x3bc7 should_show_ruler_history
0x3bc8 last_months_average_harassment
0x3bc9 this_months_total_harassment
0x3bca pirate_harassment
0x3bcb transfer_province_occupation
0x3bcc wants_to_keep
0x3bcd wants_to_keep_diplo_chance
0x3bce release_subject
0x3bcf from_effect
0x3bd0 provinces_of_interest
0x3bd1 gives_military_access_to_all_when_at_war
0x3bd2 utility
0x3bd3 location_to
0x3bd4 building_ai_next_update
0x3bd5 building_ai_next_clear
0x3bd6 can_leader_be_expelled
0x3bd7 expel_members_who_target_the_leader
0x3bd8 ai_level
0x3bd9 desired_opinion
0x3bda cached_votes_for_non_explicit_voting
0x3bdb acceptance
0x3bdc saving_mode
0x3bdd last_privilege_check_failed
0x3bde automated_trade_capacity
0x3bdf change_automated_trade_capacity
0x3be0 used_locked
0x3be1 last_months_manpower_expense
0x3be2 important
0x3be3 set_diplomatic_objective_as_important
0x3be4 allow_multiple_targets
0x3be5 acceptable_win_chance
0x3be6 woldon_47
0x3be7 chase_retreating
0x3be8 show_break_alert
0x3be9 woldon_50
0x3bea building_candidates
0x3beb non_engaged
0x3bec half
0x3bed upgrade_subunit
0x3bee diplomacy_political
0x3bef all_category
0x3bf0 all_type
0x3bf1 upgrade
0x3bf2 unit_template
0x3bf3 unte
0x3bf4 create_unit_template
0x3bf5 wants_propose_policy
0x3bf6 show_why_not_enabled
0x3bf7 show_why_not_visible
0x3bf8 success_effect
0x3bf9 failure_effect
0x3bfa custom_tags
0x3bfb allow_foreign_ruler
0x3bfc own_or_overlord_relation_needed
0x3bfd overlord_protects_other_subjects
0x3bfe overlord_protects_external
0x3bff defend_capital
0x3c00 last_leader
0x3c01 include_other_countries
0x3c02 end_effect
0x3c03 can_vote_in_parliament
0x3c04 wants_keep_policy
0x3c05 reasons_to_join
0x3c06 is_indestructible
0x3c07 can_annex_visible
0x3c08 allow_wars_on_own_subjects
0x3c09 giving_modifier_scale
0x3c0a receiving_modifier_scale
0x3c0b mutual_modifier_scale
0x3c0c winner
0x3c0d loser
0x3c0e decline
0x3c0f contesting_date
0x3c10 original_attacker_target
0x3c11 has_levels
0x3c12 propose
0x3c13 ai_desire_to_attack_other_members
0x3c14 custom_eligibility_rules
0x3c15 show_tags_in_ui
0x3c16 ogulcan_034
0x3c17 ogulcan_035
0x3c18 return_core
0x3c19 ogulcan_037
0x3c1a ogulcan_038
0x3c1b ogulcan_039
0x3c1c ogulcan_040
0x3c1d ogulcan_041
0x3c1e ogulcan_042
0x3c1f ogulcan_043
0x3c20 ogulcan_044
0x3c21 ogulcan_045
0x3c22 ogulcan_046
0x3c23 ogulcan_047
0x3c24 ogulcan_048
0x3c25 ogulcan_049
0x3c26 ogulcan_050
0x3c27 ogulcan_051
0x3c28 ogulcan_052
0x3c29 ogulcan_053
0x3c2a ogulcan_054
0x3c2b ogulcan_055
0x3c2c ogulcan_056
0x3c2d ogulcan_057
0x3c2e ogulcan_058
0x3c2f ogulcan_059
0x3c30 ogulcan_060
0x3c31 ogulcan_061
0x3c32 ogulcan_062
0x3c33 ogulcan_063
0x3c34 ogulcan_064
0x3c35 ogulcan_065
0x3c36 ogulcan_066
0x3c37 ogulcan_067
0x3c38 ogulcan_068
0x3c39 ogulcan_069
0x3c3a ogulcan_071
0x3c3b ogulcan_072
0x3c3c ogulcan_073
0x3c3d ogulcan_074
0x3c3e ogulcan_075
0x3c3f ogulcan_076
0x3c40 ogulcan_077
0x3c41 ogulcan_078
0x3c42 ogulcan_079
0x3c43 ogulcan_080
0x3c44 ogulcan_081
0x3c45 ogulcan_082
0x3c46 ogulcan_083
0x3c47 ogulcan_084
0x3c48 ogulcan_085
0x3c49 ogulcan_086
0x3c4a ogulcan_087
0x3c4b ogulcan_088
0x3c4c ogulcan_089
0x3c4d ogulcan_090
0x3c4e ogulcan_091
0x3c4f ogulcan_092
0x3c50 ogulcan_093
0x3c51 ogulcan_094
0x3c52 ogulcan_095
0x3c53 ogulcan_096
0x3c54 ogulcan_097
0x3c55 ogulcan_098
0x3c56 ogulcan_099
0x3c57 ogulcan_100
0x3c58 ogulcan_101
0x3c59 ogulcan_102
0x3c5a ogulcan_103
0x3c5b ogulcan_104
0x3c5c ogulcan_105
0x3c5d ogulcan_106
0x3c5e ogulcan_107
0x3c5f ogulcan_108
0x3c60 ogulcan_109
0x3c61 ogulcan_110
0x3c62 ogulcan_111
0x3c63 ogulcan_112
0x3c64 ogulcan_113
0x3c65 ogulcan_114
0x3c66 ogulcan_115
0x3c67 ogulcan_116
0x3c68 ogulcan_117
0x3c69 ogulcan_118
0x3c6a ogulcan_119
0x3c6b ogulcan_120
0x3c6c ogulcan_121
